N,224,0.061302
S,224,0.058592
N,225,0.060338
S,225,0.057387
N,226,0.063247
S,226,0.055419
N,227,0.060524
S,227,0.057309
N,228,0.077078
S,228,0.061661
N,229,0.063773
S,229,0.058069
N,230,0.074477
S,230,0.070880
N,231,0.069956
S,231,0.058099
N,232,0.068236
S,232,0.056960
N,233,0.070975
S,233,0.060895
N,234,0.069060
S,234,0.063584
N,235,0.069716
S,235,0.062425
N,236,0.070048
S,236,0.062117
N,237,0.069293
S,237,0.060625
N,238,0.075568
S,238,0.058991
N,239,0.075912
S,239,0.056259
N,240,0.069512
S,240,0.059057
N,241,0.075057
S,241,0.058313
N,242,0.081040
S,242,0.057827
N,243,0.076084
S,243,0.053420
N,244,0.077805
S,244,0.052980
N,245,0.076308
S,245,0.053792
N,246,0.077729
S,246,0.051224
N,247,0.077000
S,247,0.053032
N,248,0.081296
S,248,0.054410
N,249,0.084139
S,249,0.052825
N,250,0.081639
S,250,0.055360
N,251,0.086307
S,251,0.055437
N,252,0.083861
S,252,0.054394
N,253,0.081494
S,253,0.052635
N,254,0.086501
S,254,0.054550
N,255,0.088691
S,255,0.057036
N,256,0.090536
S,256,0.054556
