S,161,0.075553
N,162,0.015312
S,162,0.059250
N,163,0.016978
S,163,0.056613
N,164,0.016441
S,164,0.057838
N,165,0.017046
S,165,0.066533
N,166,0.028359
S,166,0.058159
N,167,0.028533
S,167,0.058607
N,168,0.017391
S,168,0.061476
N,169,0.017853
S,169,0.057917
N,170,0.018555
S,170,0.054521
N,171,0.021499
S,171,0.062838
N,172,0.021128
S,172,0.062890
N,173,0.019675
S,173,0.055482
N,174,0.019422
S,174,0.054539
N,175,0.020698
S,175,0.054053
N,176,0.020436
S,176,0.056373
N,177,0.021858
S,177,0.056031
N,178,0.019819
S,178,0.054651
N,179,0.021136
S,179,0.057173
N,180,0.023126
S,180,0.056837
N,181,0.025340
S,181,0.059978
N,182,0.025457
S,182,0.063137
N,183,0.036222
S,183,0.062524
N,184,0.026432
S,184,0.063396
N,185,0.027339
S,185,0.062860
N,186,0.025179
S,186,0.061096
N,187,0.027280
S,187,0.060649
N,188,0.027536
S,188,0.059492
N,189,0.031455
S,189,0.054674
N,190,0.029211
S,190,0.060681
N,191,0.030210
S,191,0.062779
N,192,0.029177
S,192,0.058319
N,193,0.043673
S,193,0.059587
N,194,0.038956
S,194,0.056527
N,195,0.032911
S,195,0.066860
N,196,0.039927
S,196,0.057112
N,197,0.041380
S,197,0.057768
N,198,0.041473
S,198,0.057784
N,199,0.042540
S,199,0.057177
N,200,0.038828
S,200,0.057418
N,201,0.043934
S,201,0.057985
N,202,0.041862
S,202,0.057197
N,203,0.043876
S,203,0.058698
N,204,0.044491
S,204,0.057492
N,205,0.045652
S,205,0.053389
N,206,0.045965
S,206,0.059075
N,207,0.054279
S,207,0.058653
N,208,0.049239
S,208,0.059346
N,209,0.044202
S,209,0.055416
N,210,0.047274
S,210,0.055468
N,211,0.047455
S,211,0.053180
N,212,0.045246
S,212,0.052366
N,213,0.048234
S,213,0.054768
N,214,0.052818
S,214,0.059129
N,215,0.057148
S,215,0.069146
N,216,0.052874
S,216,0.057616
N,217,0.052146
S,217,0.057480
N,218,0.048911
S,218,0.053397
N,219,0.054835
S,219,0.054946
N,220,0.054512
S,220,0.058017
N,221,0.060632
S,221,0.056217
N,222,0.052199
S,222,0.054470
N,223,0.058513
S,223,0.054894
N,224,0.057826
S,224,0.053733
N,225,0.058751
S,225,0.053436
N,226,0.055431
S,226,0.053183
N,227,0.058103
S,227,0.053053
N,228,0.055513
S,228,0.055020
N,229,0.060585
S,229,0.053121
N,230,0.060477
S,230,0.052987
N,231,0.059628
S,231,0.052066
N,232,0.061647
S,232,0.055271
N,233,0.062924
S,233,0.058541
N,234,0.064538
S,234,0.053358
N,235,0.064743
S,235,0.052084
N,236,0.064519
S,236,0.055875
N,237,0.068612
S,237,0.053593
N,238,0.066527
S,238,0.053348
N,239,0.067344
S,239,0.051983
N,240,0.070958
S,240,0.057939
N,241,0.087485
S,241,0.059585
N,242,0.072001
S,242,0.060072
N,243,0.084122
S,243,0.059919
N,244,0.093966
S,244,0.057332
N,245,0.078834
S,245,0.053917
N,246,0.081583
S,246,0.064352
N,247,0.083873
S,247,0.056822
N,248,0.081756
S,248,0.056878
N,249,0.098403
S,249,0.058460
N,250,0.084997
S,250,0.056609
N,251,0.083391
S,251,0.059643
N,252,0.084206
S,252,0.057050
N,253,0.080490
S,253,0.056320
N,254,0.092766
S,254,0.062060
N,255,0.087223
S,255,0.057445
N,256,0.093865
S,256,0.081987
N,512,0.866804
S,512,0.404943
N,1024,10.457715
S,1024,2.885173
N,2048,215.409988
S,2048,19.223497
